,Unnamed: 0,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,위도,경도
1174,1617,3230000.0,3.23e+17,20020916.0,,1.0,영업/정상,0.0,정상,,,,,415-7585,0.0,,서울특별시 송파구 송파동 96-6번지 창영빌딩 ,서울특별시 송파구 송파대로 388 창영빌딩 (송파동),5668.0,잠실종합동물병원,,
1175,1618,3230000.0,3.23e+17,20020916.0,,1.0,영업/정상,0.0,정상,,,,,419-1351,0.0,,서울특별시 송파구 삼전동 5-3번지 남관빌딩 ,서울특별시 송파구 삼전로 80 남관빌딩 (삼전동),5606.0,25시동물의료센터,,
1176,1619,3230000.0,3.23e+17,20020501.0,,1.0,영업/정상,0.0,정상,,,,,449-0101,0.0,,서울특별시 송파구 오금동 17-2번지 우일빌딩 ,서울특별시 송파구 마천로5길 16 우일빌딩 (오금동),5657.0,늘푸른동물병원,,
1177,1620,3230000.0,3.23e+17,20020215.0,,1.0,영업/정상,0.0,정상,,,,,406-4814,0.0,,서울특별시 송파구 마천동 35번지 ,서울특별시 송파구 마천로 263 (마천동),5734.0,동물의왕국동물병원,,
1178,1621,3230000.0,3.23e+17,19990108.0,,1.0,영업/정상,0.0,정상,,,,,413-0075,0.0,,서울특별시 송파구 방이동 226-7번지 건양빌딩 ,서울특별시 송파구 오금로 247 건양빌딩 (방이동),5645.0,가락종합동물병원,,
1179,1622,3230000.0,3.23e+17,20150612.0,,1.0,영업/정상,0.0,정상,,,,,02-449-0075,116.88,,서울특별시 송파구 거여동 20-5번지 정림빌딩 1층 ,서울특별시 송파구 오금로 473 정림빌딩 1층 (거여동),5744.0,온마음 동물메디컬센터,,
1180,1623,3230000.0,3.23e+17,20141215.0,,1.0,영업/정상,0.0,정상,,,,,02-420-7580,67.96,,서울특별시 송파구 잠실동 222-6번지 그린빌딩 1층 ,서울특별시 송파구 백제고분로 115 그린빌딩 1층 (잠실동),5570.0,꿈이크는 동물병원,,
1181,1624,3230000.0,3.23e+17,20110107.0,,1.0,영업/정상,0.0,정상,,,,,423-8280,41.53,,서울특별시 송파구 잠실동 19-9번지 잠실파인애플상가 A동 2층 910호,서울특별시 송파구 올림픽로 119 잠실파인애플상가 A동 2층 910호 (잠실동),5501.0,연 동물병원,,
1182,1625,3230000.0,3.23e+17,20100830.0,,1.0,영업/정상,0.0,정상,,,,,2144-6175,45.53,,서울특별시 송파구 잠실동 40번지 갤러리아팰리스상가 124호,서울특별시 송파구 올림픽로 212 상가동 124호 (잠실동 갤러리아팰리스),5553.0,갤러리아동물병원,,
1183,1626,3230000.0,3.23e+17,20100716.0,,1.0,영업/정상,0.0,정상,,,,,02-417-3021,0.0,,서울특별시 송파구 송파동 7-7번지 성정빌딩 ,서울특별시 송파구 송파대로 474 성정빌딩 1층 (송파동),5624.0,스킨앤이어동물병원,,
1184,1627,3230000.0,3.23e+17,20100525.0,,1.0,영업/정상,0.0,정상,,,,,420-9993,0.0,,서울특별시 송파구 송파동 103-29번지 ,서울특별시 송파구 가락로 162 1층 (송파동),5675.0,한양종합동물병원,,
1185,1628,3230000.0,3.23e+17,20090714.0,,1.0,영업/정상,0.0,정상,,,,,415-7579,28.47,,서울특별시 송파구 신천동 17번지 파크리오상가 36호,서울특별시 송파구 올림픽로 435 상가동 1층 36호 (신천동 파크리오),5507.0,리오동물병원,,
1186,1629,3230000.0,3.23e+17,20090324.0,,1.0,영업/정상,0.0,정상,,,,,449-8575,50.0,,서울특별시 송파구 마천동 161-2번지 ,서울특별시 송파구 성내천로 229 1층 (마천동),5747.0,두리동물병원,,
1187,1630,3230000.0,3.23e+17,20070517.0,,1.0,영업/정상,0.0,정상,,,,,408-5400,0.0,,서울특별시 송파구 가락동 87-1번지 MOXENHOUSE ,서울특별시 송파구 중대로9길 48 MOXENHOUSE (가락동),5712.0,쿨독동물병원,,
1188,1631,3230000.0,3.23e+17,20070316.0,,1.0,영업/정상,0.0,정상,,,,,415-7580,65.29,,서울특별시 송파구 삼전동 22-1번지 유시에셋 ,서울특별시 송파구 석촌호수로 138 유시에셋 (삼전동),5600.0,잠실준25시동물병원,,
1189,1632,3230000.0,3.23e+17,20070314.0,,1.0,영업/정상,0.0,정상,,,,,422-3379,0.0,,서울특별시 송파구 잠실동 252-6번지 태영빌딩 ,서울특별시 송파구 삼전로 85 태영빌딩 1층 (잠실동),5566.0,KYH웰빙동물병원,,
1190,1633,3230000.0,3.23e+17,20080307.0,,1.0,영업/정상,0.0,정상,,,,,416-7512,0.0,,서울특별시 송파구 신천동 11-4번지 잠실 푸르지오 월드마크 상가 207호,서울특별시 송파구 올림픽로35가길 9 상가동 2층 207호 (신천동 잠실 푸르지오 월드마크),5510.0,더 샵 동물메디컬센터,,
1191,1634,3230000.0,3.23e+17,20060125.0,,1.0,영업/정상,0.0,정상,,,,,413-7514,0.0,,서울특별시 송파구 송파동 58-4번지 레이크 해모로 105호,서울특별시 송파구 오금로 126 105호 (송파동 레이크 해모로),5618.0,호수동물병원,,
1192,1635,3230000.0,3.23e+17,20041122.0,,1.0,영업/정상,0.0,정상,,,,,470-7905,0.0,,서울특별시 송파구 풍납동 403-9번지 웅산빌딩 ,서울특별시 송파구 올림픽로47길 20 웅산빌딩 (풍납동),5537.0,씨밀레동물병원,,
1193,1636,3230000.0,3.23e+17,20010621.0,,1.0,영업/정상,0.0,정상,,,,,424-3662,0.0,,서울특별시 송파구 송파동 97-14번지 ,서울특별시 송파구 송파대로 378 (송파동),5676.0,송파동물의료센터,,
1194,1637,3230000.0,3.23e+17,19971204.0,,1.0,영업/정상,0.0,정상,,,,,02-473-6900,0.0,,서울특별시 송파구 풍납동 480-2번지 ,서울특별시 송파구 올림픽로 611 (풍납동),5519.0,천호동물병원,,
1195,1638,3230000.0,3.23e+17,19970315.0,,1.0,영업/정상,0.0,정상,,,,,2202-0075,0.0,,서울특별시 송파구 잠실동 234-17번지 성선빌딩 ,서울특별시 송파구 백제고분로 161 성선빌딩 (잠실동),5568.0,위드펫종합동물병원,,
1196,1639,3230000.0,3.23e+17,19940629.0,,1.0,영업/정상,0.0,정상,,,,,443-8973,0.0,,서울특별시 송파구 오금동 120-7번지 ,서울특별시 송파구 동남로 318 (오금동),5730.0,김민재동물병원,,
1197,1640,3230000.0,3.23e+17,19930702.0,,1.0,영업/정상,0.0,정상,,,,,414-0075,0.0,,서울특별시 송파구 방이동 124-8번지 남양빌딩 ,서울특별시 송파구 오금로 203 남양빌딩 (방이동),5643.0,펫토피아동물병원,,
1198,1641,3230000.0,3.23e+17,19930713.0,,1.0,영업/정상,0.0,정상,,,,,443-8083,0.0,,서울특별시 송파구 거여동 133-77번지 흥일빌딩 ,서울특별시 송파구 마천로 264 흥일빌딩 (거여동),5735.0,오주동물병원,,
1199,1642,3230000.0,3.23e+17,19910426.0,,1.0,영업/정상,0.0,정상,,,,,401-0075,0.0,,서울특별시 송파구 거여동 562-4번지 ,서울특별시 송파구 오금로 498 (거여동),5772.0,노아동물병원,,
1200,1643,3230000.0,3.23e+17,19910330.0,,1.0,영업/정상,0.0,정상,,,,,414-7588,0.0,,서울특별시 송파구 잠실동 175-12번지 올림픽타워 101호,서울특별시 송파구 올림픽로 88 올림픽타워 101호 (잠실동),5556.0,희망종합동물병원,,
1201,1677,3230000.0,3.23e+17,20140901.0,,1.0,영업/정상,0.0,정상,,,,,24247552,0.0,,서울특별시 송파구 삼전동 22-6번지 1층 ,서울특별시 송파구 석촌호수로 146 1층 (삼전동),5600.0,행복한 우리아이 동물병원,,
1202,1678,3230000.0,3.23e+17,20140611.0,,1.0,영업/정상,0.0,정상,,,,,431-0275,107.47,,서울특별시 송파구 문정동 4-2번지 성해아파트상가 1층 ,서울특별시 송파구 송이로 186 상가동 1호 (문정동 성해아파트),5796.0,문정탑동물병원,,
1203,1679,3230000.0,3.23e+17,20131231.0,,1.0,영업/정상,0.0,정상,,,,,02-414-7975,60.14,,서울특별시 송파구 석촌동 174-12번지 청호빌딩 1층 2호,서울특별시 송파구 송파대로 441 청호빌딩 1층 2호 (석촌동),5616.0,석촌동물병원,,
1204,1680,3230000.0,3.23e+17,20130723.0,,1.0,영업/정상,0.0,정상,,,,,02-6925-5475,0.0,,서울특별시 송파구 신천동 11번지 장미c상가 내제2층 203호 내제2층 204동 3호,서울특별시 송파구 올림픽로35길 94 신천동동 내제2층층 203호 (신천동 장미3차맨션),5504.0,킴리동물병원,,
1205,1681,3230000.0,3.23e+17,20130515.0,,1.0,영업/정상,0.0,정상,,,,,418-0724,0.0,,서울특별시 송파구 잠실동 175-6번지 J타워 202호,서울특별시 송파구 올림픽로 76 J타워 202호 (잠실동),5556.0,24시잠실ON동물의료센터,,
1206,1682,3230000.0,3.23e+17,20120814.0,,1.0,영업/정상,0.0,정상,,,,,02-419-1010,48.37,,서울특별시 송파구 잠실동 22-6번지 리센츠상가 1층 C13C14호 ,서울특별시 송파구 올림픽로 145 리센츠 상가동 1층 C13C14호 (잠실동),5502.0,리센츠 스타 동물병원,,
1207,1683,3230000.0,3.23e+17,20120416.0,,1.0,영업/정상,0.0,정상,,,,,419-7580,198.0,,서울특별시 송파구 석촌동 213-2번지 보라빌딩 ,서울특별시 송파구 삼학사로 44 보라빌딩 (석촌동),5679.0,이룸동물병원,,
1208,1684,3230000.0,3.23e+17,20111012.0,,1.0,영업/정상,0.0,정상,,,,,02-2043-7582,0.0,,서울특별시 송파구 오금동 17번지 왕천빌딩 1층 ,서울특별시 송파구 양재대로 1148 왕천빌딩 1층 (오금동),5657.0,유앤동물의료원,,
1209,1685,3230000.0,3.23e+17,20110805.0,,1.0,영업/정상,0.0,정상,,,,,400-7582,0.0,,서울특별시 송파구 가락동 125-8번지 상아빌딩 1층 ,서울특별시 송파구 송이로 171 상아빌딩 1층 (가락동),5827.0,봄빛 동물병원,,
1210,1686,3230000.0,3.23e+17,20180413.0,,1.0,영업/정상,0.0,정상,,,,,02-431-7575,0.0,,서울특별시 송파구 장지동 881-5번지 에스비트램스퀘어 203204호 ,서울특별시 송파구 위례광장로 200 에스비트램스퀘어 203204호 (장지동),5849.0,위례S동물의료센터,,
1211,1687,3230000.0,3.23e+17,20180212.0,,1.0,영업/정상,0.0,정상,,,,,02-403-7582,0.0,,서울특별시 송파구 문정동 624번지 송파아이파크 1동 E204호,서울특별시 송파구 법원로 55 송파아이파크 1층 E204호 (문정동),5841.0,송파데일리동물병원,,
1212,1688,3230000.0,3.23e+17,20180212.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 송파구 잠실동 242-4번지 리치빌딩 1층 ,서울특별시 송파구 석촌호수로 108 리치빌딩 1층 (잠실동),5566.0,신천동물병원,,
1213,1689,3230000.0,3.23e+17,20170814.0,,1.0,영업/정상,0.0,정상,,,,,419-7571,185.6,,서울특별시 송파구 송파동 135-2번지 2층 ,서울특별시 송파구 백제고분로 432 2층 (송파동),5662.0,송파원동물병원,,
1214,1690,3230000.0,3.23e+17,20180723.0,,1.0,영업/정상,0.0,정상,,,,,02-423-5755,0.0,,서울특별시 송파구 잠실동 27번지 잠실주공아파트상가 1층 106호,서울특별시 송파구 송파대로 567 상가동 1층 106호 (잠실동 잠실주공아파트),5503.0,더오동물병원,,
1215,1691,3230000.0,3.23e+17,20180702.0,,1.0,영업/정상,0.0,정상,,,,,02-2039-2575,0.0,,서울특별시 송파구 석촌동 15 제우빌딩 2층 202호,서울특별시 송파구 백제고분로 293 제우빌딩 2층 202호 (석촌동),5614.0,닥터캣 고양이병원,,
1216,1692,3230000.0,3.23e+17,20160629.0,,1.0,영업/정상,0.0,정상,,,,,02-448-7588,220.8,,서울특별시 송파구 문정동 57-3번지 ,서울특별시 송파구 새말로5길 17 (문정동),5807.0,송파스마일동물병원,,
1217,1693,3230000.0,3.23e+17,20160621.0,,1.0,영업/정상,0.0,정상,,,,,02-400-8575,264.0,,서울특별시 송파구 문정동 85번지 어은회관 ,서울특별시 송파구 새말로 125 어은회관 (문정동),5809.0,송파바로동물병원,,
1218,1694,3130000.0,3.13e+17,19980106.0,,1.0,영업/정상,0.0,정상,,,,,02-364-3517,0.0,,서울특별시 마포구 아현동 331-11,서울특별시 마포구 신촌로 248 (아현동),4115.0,월드펫동물병원,,
1219,1695,3230000.0,3.23e+17,20040203.0,,1.0,영업/정상,0.0,정상,,,,,409-7533,149.0,,서울특별시 송파구 가락동 175-14번지 연암빌딩 ,서울특별시 송파구 오금로 422 연암빌딩 1층 (가락동),5770.0,에버펫 동물병원,,
1220,1696,3230000.0,3.23e+17,19900808.0,,1.0,영업/정상,0.0,정상,,,,,404-6123,21.45,,서울특별시 송파구 오금동 39-1번지 ,서울특별시 송파구 오금로35길 44 (오금동),5660.0,이재풍동물병원,,
1221,1697,3230000.0,3.23e+17,20151202.0,,1.0,영업/정상,0.0,정상,,,,,02-6401-1512,0.0,,서울특별시 송파구 문정동 620번지 송파 푸르지오시티 상가 101호,서울특별시 송파구 새말로 62 송파 푸르지오시티 상가동 101호 (문정동),5841.0,키다리동물병원,,
1222,1698,3230000.0,3.23e+17,20150701.0,,1.0,영업/정상,0.0,정상,,,,,473-0577,0.0,,서울특별시 송파구 풍납동 257-95번지 ,서울특별시 송파구 토성로 30-1 (풍납동),5536.0,청담동물병원,,
1223,1699,3230000.0,3.23e+17,20181113.0,,1.0,영업/정상,0.0,정상,,,,,02-2088-7775,0.0,,서울특별시 송파구 송파동 15-6번지 ,서울특별시 송파구 송파대로 450 (송파동),5625.0,샤인동물메디컬센터,,
1224,1700,3230000.0,3.23e+17,20190220.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 송파구 문정동 652-4번지 힐스테이트에코문정상가 1층 120121호 ,서울특별시 송파구 법원로4길 10 힐스테이트에코문정 상가동 1층 120121호 (문정동),5855.0,문정힐스 동물병원,,
1225,1701,3230000.0,3.23e+17,20190524.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 송파구 거여동 20-5번지 정림빌딩 ,서울특별시 송파구 오금로 473 정림빌딩 (거여동),5744.0,온마음 동물메디컬센터,,
1226,1702,3230000.0,3.23e+17,20180820.0,,1.0,영업/정상,0.0,정상,,,,,269411470,0.0,,서울특별시 송파구 잠실동 40-1번지 롯데월드 1층 S-911호,서울특별시 송파구 올림픽로 240 롯데월드 1층 S-911호 (잠실동),5554.0,웰니스동물병원(롯데월드점),,
1227,1703,3230000.0,3.23e+17,20190516.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 송파구 삼전동 28-2 청목빌딩,서울특별시 송파구 삼전로 56 청목빌딩 (삼전동),5581.0,헬릭스동물메디컬센터 송파분원,,
1228,1733,3110000.0,3.11e+17,20210429.0,,1.0,영업/정상,0.0,정상,,,,,269527519,,,서울특별시 은평구 역촌동 7-15 대광빌딩,서울특별시 은평구 연서로 122 대광빌딩 12층 (역촌동),3399.0,24시예담동물의료센터,,
1229,1734,3230000.0,3.23e+17,20200212.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 송파구 가락동 479번지 헬리오시티 ,서울특별시 송파구 송파대로 345 3B동 2829호 (가락동 헬리오시티),5698.0,헬리오동물병원,,
1230,1735,3230000.0,3.23e+17,20140327.0,,1.0,영업/정상,0.0,정상,,,,,02-6227-7582,85.96,,서울특별시 송파구 방이동 135-1번지 세림빌딩 1층 ,서울특별시 송파구 가락로 258 세림빌딩 1층 (방이동),5634.0,라임동물병원,,
1231,1736,3230000.0,3.23e+17,20180816.0,,1.0,영업/정상,0.0,정상,,,,,22037975,0.0,,서울특별시 송파구 석촌동 2-9번지 금보 2층 ,서울특별시 송파구 삼학사로 88 금보 2층 (석촌동),5612.0,잠실베스트동물병원 수술재활센터,,
1232,1737,3220000.0,3.22e+17,20200521.0,,1.0,영업/정상,0.0,정상,,,,,02-545-8952,,,서울특별시 강남구 논현동 159-23 보령빌딩 104호,서울특별시 강남구 강남대로122길 47 보령빌딩 1층 104호 (논현동),6114.0,커비동물병원,,
1233,1782,3240000.0,3.24e+17,20200207.0,,1.0,영업/정상,0.0,정상,,,,,02-6949-5775,,,서울특별시 강동구 길동 413-46번지 베스트올 ,서울특별시 강동구 양재대로 1453 베스트올 1층 (길동),5353.0,펫트리동물의료센터,,
1234,1783,3240000.0,3.24e+17,20200512.0,,1.0,영업/정상,0.0,정상,,,,,,,,서울특별시 강동구 고덕동 172-9번지 ,서울특별시 강동구 상일로 153 1층 (고덕동),5222.0,다온동물병원,,
1235,1784,3240000.0,3.24e+17,20200416.0,,1.0,영업/정상,0.0,정상,,,,,02-830-1494,100364.0,,서울특별시 강동구 고덕동 217번지 고덕그라시움아파트(상가1동) 307호,서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 3층 307호 (고덕동),5224.0,동물병원 베를린,,
1236,1785,3240000.0,3.24e+17,20180730.0,,1.0,영업/정상,0.0,정상,,,,,02-6403-1750,0.0,,서울특별시 강동구 길동 345-5번지 ,서울특별시 강동구 천중로49길 4 (길동),5303.0,사랑동물병원,,
1237,1786,3240000.0,3.24e+17,20050811.0,,1.0,영업/정상,0.0,정상,,,,,474-7588,50.59,,,서울특별시 강동구 상암로 64 (천호동),5319.0,정동물병원,,
1238,1787,3240000.0,3.24e+17,20090608.0,,1.0,영업/정상,0.0,정상,,,,,02-427-1076,0.0,,서울특별시 강동구 상일동 223번지 주공아파트 60동 305호,서울특별시 강동구 구천면로 664 (상일동),5282.0,Dr.베토벤동물병원,,
1239,1788,3240000.0,3.24e+17,20080812.0,,1.0,영업/정상,0.0,정상,,,,,442-2223,21.38,,,서울특별시 강동구 고덕로 162 101호 (명일동),5257.0,늘사랑동물병원,,
1240,1789,3240000.0,3.24e+17,20071012.0,,1.0,영업/정상,0.0,정상,,,,,476-8275,35.0,,,서울특별시 강동구 천호대로 1057 (천호동),5336.0,시온동물병원,,
1241,1790,3240000.0,3.24e+17,20150630.0,,1.0,영업/정상,0.0,정상,,,,,02-442-8875,102.96,,,서울특별시 강동구 고덕로 110 (암사동),5255.0,스마트동물병원 강동암사점,,
1242,1791,3240000.0,3.24e+17,20150602.0,,1.0,영업/정상,0.0,정상,,,,,02-6227-8275,68.1,,,서울특별시 강동구 동남로 877 1층 106호 (명일동 한화오벨리스크스위트),5269.0,고덕24시 동물병원,,
1243,1792,3240000.0,3.24e+17,20150518.0,,1.0,영업/정상,0.0,정상,,,,,02-484-5502,0.0,,서울특별시 강동구 성내동 550-2번지 예원빌딩 ,서울특별시 강동구 성내로 36 예원빌딩 (성내동),5399.0,가람동물병원,,
1244,1793,3240000.0,3.24e+17,20140526.0,,1.0,영업/정상,0.0,정상,,,,,24771775,0.0,,,서울특별시 강동구 천호대로 1120 (길동),134814.0,내품에동물병원,,
1245,1794,3240000.0,3.24e+17,20140429.0,,1.0,영업/정상,0.0,정상,,,,,24700030,0.0,,서울특별시 강동구 둔촌동 517-4번지 ,서울특별시 강동구 양재대로 1376 (둔촌동 광안빌딩),5372.0,Dr.주 동물병원,,
1246,1795,3240000.0,3.24e+17,20130508.0,,1.0,영업/정상,0.0,정상,,,,,,0.0,,서울특별시 강동구 명일동 345-20번지 연우빌딩 ,서울특별시 강동구 양재대로 1588 (명일동 연우빌딩),5295.0,미드미동물의료센터,,
1247,1796,3240000.0,3.24e+17,20110407.0,,1.0,영업/정상,0.0,정상,,,,,426-7509,63.0,,,서울특별시 강동구 동남로81길 82 (고덕동),5227.0,비타민동물병원,,
1248,1797,3240000.0,3.24e+17,20100430.0,,1.0,영업/정상,0.0,정상,,,,,484-5252,38.0,,,서울특별시 강동구 풍성로 145 (성내동),5388.0,성내동물병원,,
1249,1798,3240000.0,3.24e+17,20161027.0,,1.0,영업/정상,0.0,정상,,,,,02-428-1661,73.34,,서울특별시 강동구 암사동 503-23번지 ,서울특별시 강동구 올림픽로 787 1층 (암사동 태성프라자),5241.0,올바른동물병원,,
1250,1799,3240000.0,3.24e+17,20160630.0,,1.0,영업/정상,0.0,정상,,,,,02-442-8287,161.16,,서울특별시 강동구 암사동 462-3번지 ,서울특별시 강동구 올림픽로 820 1층 (암사동 서연빌딩),5251.0,마리스동물의료센터,,
1251,1800,3240000.0,3.24e+17,20160616.0,,1.0,영업/정상,0.0,정상,,,,,02-476-3927,147.6,,서울특별시 강동구 성내동 449-13번지 ,서울특별시 강동구 양재대로 1299 1층 (성내동),5408.0,방주동물의료센터,,
1252,1801,3240000.0,3.24e+17,20021030.0,,1.0,영업/정상,0.0,정상,,,,,02-428-7893,79.59,,서울특별시 강동구 명일동 ,서울특별시 강동구 구천면로 446 (명일동),5293.0,사랑이있는동물병원,,
1253,1802,3240000.0,3.24e+17,19910619.0,,1.0,영업/정상,0.0,정상,,,,,3426-5079,0.0,,서울특별시 강동구 암사동 503-22번지 내호빌딩 ,서울특별시 강동구 올림픽로 793 내호빌딩 1층 (암사동),5241.0,암사동물병원,,
1254,1803,3240000.0,3.24e+17,20000531.0,,1.0,영업/정상,0.0,정상,,,,,441-8588,52.2,,서울특별시 강동구 암사동 451-12번지 5통8반 ,서울특별시 강동구 고덕로 101 (암사동),5237.0,가나동물병원,,
1255,1804,3240000.0,3.24e+17,19990914.0,,1.0,영업/정상,0.0,정상,,,,,484-8414,0.0,,서울특별시 강동구 천호동 397-27번지 24통1반 ,서울특별시 강동구 구천면로 237 (천호동),5326.0,세종동물병원,,
1256,1805,3240000.0,3.24e+17,19990629.0,,1.0,영업/정상,0.0,정상,,,,,484-0075,120.4,,서울특별시 강동구 길동 151번지 ,서울특별시 강동구 천호대로 1199 1층 104호 (길동),5350.0,길종합동물병원,,
1257,1806,3240000.0,3.24e+17,19990126.0,,1.0,영업/정상,0.0,정상,,,,,3427-6419,66.0,,서울특별시 강동구 명일동 289-15번지 ,서울특별시 강동구 구천면로 431 (명일동),5267.0,피카소동물병원,,
1258,1807,3240000.0,3.24e+17,19960513.0,,1.0,영업/정상,0.0,정상,,,,,429-8822,102.0,,서울특별시 강동구 상일동 341-2번지 ,서울특별시 강동구 상일로 13 12층 (상일동),5283.0,GD동물병원,,
1259,1808,3240000.0,3.24e+17,20010413.0,,1.0,영업/정상,0.0,정상,,,,,474-0117,0.0,,,서울특별시 강동구 구천면로 289 (천호동),5320.0,다래동물병원,,
1260,1809,3240000.0,3.24e+17,20180430.0,,1.0,영업/정상,0.0,정상,,,,,02-484-7975,102.0,,서울특별시 강동구 천호동 25-6번지 조희빌딩 ,서울특별시 강동구 양재대로 1609 조희빌딩 1층 (천호동),5306.0,동물병원 공감,,
1261,1810,3240000.0,3.24e+17,20030607.0,,1.0,영업/정상,0.0,정상,,,,,472-7343,0.0,,서울특별시 강동구 길동 336-4번지 ,서울특별시 강동구 양재대로 1532 (길동),5303.0,강동동물병원,,
1262,1811,3240000.0,3.24e+17,20030530.0,,1.0,영업/정상,0.0,정상,,,,,442-7772-3,84.95,,,서울특별시 강동구 구천면로 498-1 (명일동),5271.0,두루동물병원,,
1263,1812,3240000.0,3.24e+17,20161229.0,,1.0,영업/정상,0.0,정상,,,,,02-484-4063,59.85,,서울특별시 강동구 성내동 322-7번지 1층 ,서울특별시 강동구 올림픽로 566 1층 (성내동),5391.0,닥터표동물병원,,
1264,1813,3240000.0,3.24e+17,20170814.0,,1.0,영업/정상,0.0,정상,,,,,02-426-2775,,,서울특별시 강동구 암사동 414-18번지 ,서울특별시 강동구 고덕로 133 2층 (암사동 강동롯데캐슬퍼스트아파트),5236.0,돌봄동물병원,,
1265,1814,3240000.0,3.24e+17,20170726.0,,1.0,영업/정상,0.0,정상,,,,,02-472-7579,0.0,,서울특별시 강동구 성내동 244-2번지 ,서울특별시 강동구 천호대로 1122 (성내동),5373.0,강동24시 SKY 동물의료센터,,
1266,1815,3240000.0,3.24e+17,20170721.0,,1.0,영업/정상,0.0,정상,,,,,02-441-5515,0.0,,서울특별시 강동구 고덕동 688번지 래미안힐스테이트고덕 상가 2층 212213호 ,서울특별시 강동구 아리수로50길 50 (고덕동 래미안힐스테이트고덕 상가 2층 212213호),5229.0,고덕 고래힐동물병원,,
1267,1816,3240000.0,3.24e+17,20030607.0,,1.0,영업/정상,0.0,정상,,,,,474-5100,88.24,,서울특별시 강동구 성내동 415-1,서울특별시 강동구 양재대로 1385 (성내동),5376.0,둔촌동물병원,,
1268,1817,3240000.0,3.24e+17,20171010.0,,1.0,영업/정상,0.0,정상,,,,,02-476-7582,,,서울특별시 강동구 천호동 30-5번지 ,서울특별시 강동구 양재대로 1601 (천호동 장수빌딩),5306.0,안단테 동물병원,,
1269,1818,3240000.0,3.24e+17,20030307.0,,1.0,영업/정상,0.0,정상,,,,,488-7510,0.0,,서울특별시 강동구 천호동 233-145번지 19통4반 ,서울특별시 강동구 구천면로 322 (천호동),5309.0,CH동물병원,,
1270,1819,3240000.0,3.24e+17,20030607.0,,1.0,영업/정상,0.0,정상,,,,,488-3703,0.0,,,서울특별시 강동구 구천면로 238 (천호동),5334.0,현대종합동물병원,,
1271,1820,3240000.0,3.24e+17,20030607.0,,1.0,영업/정상,0.0,정상,,,,,427-5685,50.95,,,서울특별시 강동구 동남로73길 26 (명일동),5269.0,해태동물병원,,
1272,1821,3240000.0,3.24e+17,20180726.0,,1.0,영업/정상,0.0,정상,,,,,02-486-4252,0.0,,서울특별시 강동구 둔촌동 53번지 원경빌딩 ,서울특별시 강동구 천호대로 1186 원경빌딩 102호 (둔촌동),5361.0,김태화동물병원,,
1273,1822,3240000.0,3.24e+17,20040531.0,,1.0,영업/정상,0.0,정상,,,,,02-488-8275,161.13,,서울특별시 강동구 성내동 322-6번지 EMK빌딩 ,서울특별시 강동구 올림픽로 568 EMK빌딩 2층 (성내동),5391.0,박형우동물병원,,
1274,1823,3240000.0,3.24e+17,20040413.0,,1.0,영업/정상,0.0,정상,,,,,487-7575,62.25,,,서울특별시 강동구 양재대로 1508 (길동),5343.0,열린24시동물병원,,
1275,1824,3240000.0,3.24e+17,20020709.0,,1.0,영업/정상,0.0,정상,,,,,488-7463,0.0,,,서울특별시 강동구 올림픽로 703 (천호동),5245.0,쥬라기동물병원,,
1276,1825,3240000.0,3.24e+17,20190329.0,,1.0,영업/정상,0.0,정상,,,,,02-426-7722,,,서울특별시 강동구 강일동 679-2번지 MIDC빌딩 ,서울특별시 강동구 아리수로 421 MIDC빌딩 101호 (강일동),5211.0,아프리카동물병원,,
1277,1844,3200000.0,3.2e+17,20020328.0,,1.0,영업/정상,0.0,정상,,,,,02-874-3535,176.73,,서울특별시 관악구 봉천동 961-15번지 1층,서울특별시 관악구 남부순환로191길 10 1층 (봉천동),8756.0,양지동물병원,,
1278,1845,3210000.0,3.21e+17,20130327.0,,1.0,영업/정상,0.0,정상,,,,,2058-1882,113.64,,서울특별시 서초구 양재동 4-14,서울특별시 서초구 바우뫼로 211 (양재동),6740.0,에이블 동물병원,,
1279,1846,3230000.0,3.23e+17,20091202.0,,1.0,영업/정상,0.0,정상,,,,,443-2222,0.0,,서울특별시 송파구 가락동 137-3 현대빌리지,서울특별시 송파구 동남로 161 12층 (가락동 현대빌리지),5826.0,에코동물병원,,
1280,1847,3150000.0,3.15e+17,20130103.0,,1.0,영업/정상,0.0,정상,,,,,,126.72,,서울특별시 강서구 등촌동 628-13번지 101-1호,서울특별시 강서구 양천로 510 1층 101-1호 (등촌동 현대프린스텔빌딩),7548.0,24시 안박동물병원,,
1281,1848,3200000.0,3.2e+17,20200601.0,,1.0,영업/정상,0.0,정상,,,,,02-872-7582,,,서울특별시 관악구 봉천동 1563-6번지,서울특별시 관악구 쑥고개로 57-1 1층 (봉천동),8785.0,비바동물병원,,
